sales_id,prod_id,emp_id,year,week,quantity
103,PROD_001,EMP244,2020,W50,15
104,PROD_001,EMP244,2020,W51,12
105,PROD_002,EMP244,2021,W0,27
106,PROD_002,EMP244,2021,W1,36
107,PROD_002,EMP244,2021,W2,26
108,PROD_002,EMP244,2021,W3,36
109,PROD_002,EMP244,2021,W4,48
110,PROD_002,EMP244,2021,W5,68
111,PROD_002,EMP244,2021,W6,62
112,PROD_002,EMP244,2021,W7,68
113,PROD_002,EMP244,2021,W8,76
114,PROD_002,EMP244,2021,W9,60
115,PROD_002,EMP244,2021,W10,62
116,PROD_002,EMP244,2021,W11,42
117,PROD_002,EMP244,2021,W12,58
118,PROD_002,EMP244,2021,W13,67
119,PROD_002,EMP244,2021,W14,55
120,PROD_002,EMP244,2021,W15,70
121,PROD_002,EMP244,2021,W16,69
122,PROD_002,EMP244,2021,W17,70
123,PROD_002,EMP244,2021,W18,78
124,PROD_002,EMP244,2021,W19,50
125,PROD_002,EMP244,2021,W20,68
126,PROD_002,EMP244,2021,W21,52
127,PROD_002,EMP244,2021,W22,93
128,PROD_002,EMP244,2021,W23,40
129,PROD_002,EMP244,2021,W24,47
130,PROD_002,EMP244,2021,W25,44
131,PROD_002,EMP244,2021,W26,27
132,PROD_002,EMP244,2021,W27,28
133,PROD_002,EMP244,2021,W28,28
134,PROD_002,EMP244,2021,W29,26
135,PROD_002,EMP244,2021,W30,26
136,PROD_002,EMP244,2021,W31,32
137,PROD_002,EMP244,2021,W32,45
138,PROD_002,EMP244,2021,W33,48
139,PROD_002,EMP244,2021,W34,38
140,PROD_002,EMP244,2021,W35,37
141,PROD_002,EMP244,2021,W36,66
142,PROD_002,EMP244,2021,W37,64
143,PROD_002,EMP244,2021,W38,67
144,PROD_002,EMP244,2021,W39,40
145,PROD_002,EMP244,2021,W40,28
146,PROD_002,EMP244,2021,W41,28
147,PROD_002,EMP244,2021,W42,27
148,PROD_002,EMP244,2021,W43,20
149,PROD_002,EMP244,2021,W44,24
150,PROD_002,EMP244,2021,W45,23
151,PROD_002,EMP244,2021,W46,24
152,PROD_002,EMP244,2021,W47,31
153,PROD_002,EMP244,2021,W48,18
154,PROD_002,EMP244,2021,W49,28
155,PROD_002,EMP244,2021,W50,17
156,PROD_002,EMP244,2021,W51,6
157,PROD_002,EMP244,2020,W0,32
158,PROD_002,EMP244,2020,W1,24
159,PROD_002,EMP244,2020,W2,27
160,PROD_002,EMP244,2020,W3,58
161,PROD_002,EMP244,2020,W4,46
162,PROD_002,EMP244,2020,W5,56
163,PROD_002,EMP244,2020,W6,82
164,PROD_002,EMP244,2020,W7,73
165,PROD_002,EMP244,2020,W8,75
166,PROD_002,EMP244,2020,W9,64
167,PROD_002,EMP244,2020,W10,70
168,PROD_002,EMP244,2020,W11,38
169,PROD_002,EMP244,2020,W12,54
170,PROD_002,EMP244,2020,W13,57
171,PROD_002,EMP244,2020,W14,50
172,PROD_002,EMP244,2020,W15,73
173,PROD_002,EMP244,2020,W16,82
174,PROD_002,EMP244,2020,W17,68
175,PROD_002,EMP244,2020,W18,95
176,PROD_002,EMP244,2020,W19,77
177,PROD_002,EMP244,2020,W20,77
178,PROD_002,EMP244,2020,W21,84
179,PROD_002,EMP244,2020,W22,67
180,PROD_002,EMP244,2020,W23,47
181,PROD_002,EMP244,2020,W24,57
182,PROD_002,EMP244,2020,W25,30
183,PROD_002,EMP244,2020,W26,27
184,PROD_002,EMP244,2020,W27,35
185,PROD_002,EMP244,2020,W28,26
186,PROD_002,EMP244,2020,W29,35
187,PROD_002,EMP244,2020,W30,28
188,PROD_002,EMP244,2020,W31,32
189,PROD_002,EMP244,2020,W32,39
190,PROD_002,EMP244,2020,W33,47
191,PROD_002,EMP244,2020,W34,39
192,PROD_002,EMP244,2020,W35,37
193,PROD_002,EMP244,2020,W36,44
194,PROD_002,EMP244,2020,W37,64
195,PROD_002,EMP244,2020,W38,66
196,PROD_002,EMP244,2020,W39,47
197,PROD_002,EMP244,2020,W40,25
198,PROD_002,EMP244,2020,W41,23
199,PROD_002,EMP244,2020,W42,16
200,PROD_002,EMP244,2020,W43,22
201,PROD_002,EMP244,2020,W44,24
202,PROD_002,EMP244,2020,W45,29
203,PROD_002,EMP244,2020,W46,36
204,PROD_002,EMP244,2020,W47,32
205,PROD_002,EMP244,2020,W48,30
206,PROD_002,EMP244,2020,W49,17
207,PROD_002,EMP244,2020,W50,15
208,PROD_002,EMP244,2020,W51,10
209,PROD_003,EMP267,2021,W0,24
210,PROD_003,EMP267,2021,W1,36
211,PROD_003,EMP267,2021,W2,49
212,PROD_003,EMP267,2021,W3,38
213,PROD_003,EMP267,2021,W4,43
214,PROD_003,EMP267,2021,W5,50
215,PROD_003,EMP267,2021,W6,67
216,PROD_003,EMP267,2021,W7,58
217,PROD_003,EMP267,2021,W8,59
218,PROD_003,EMP267,2021,W9,52
219,PROD_003,EMP267,2021,W10,54
220,PROD_003,EMP267,2021,W11,35
221,PROD_003,EMP267,2021,W12,46
222,PROD_003,EMP267,2021,W13,67
223,PROD_003,EMP267,2021,W14,74
224,PROD_003,EMP267,2021,W15,48
225,PROD_003,EMP267,2021,W16,57
226,PROD_003,EMP267,2021,W17,40
227,PROD_003,EMP267,2021,W18,54
228,PROD_003,EMP267,2021,W19,74
229,PROD_003,EMP267,2021,W20,81
230,PROD_003,EMP267,2021,W21,70
231,PROD_003,EMP267,2021,W22,97
232,PROD_003,EMP267,2021,W23,50
233,PROD_003,EMP267,2021,W24,37
234,PROD_003,EMP267,2021,W25,46
235,PROD_003,EMP267,2021,W26,44
236,PROD_003,EMP267,2021,W27,30
237,PROD_003,EMP267,2021,W28,33
238,PROD_003,EMP267,2021,W29,21
239,PROD_003,EMP267,2021,W30,15
240,PROD_003,EMP267,2021,W31,38
241,PROD_003,EMP267,2021,W32,51
242,PROD_003,EMP267,2021,W33,22
243,PROD_003,EMP267,2021,W34,39
244,PROD_003,EMP267,2021,W35,45
245,PROD_003,EMP267,2021,W36,72
246,PROD_003,EMP267,2021,W37,59
247,PROD_003,EMP267,2021,W38,67
248,PROD_003,EMP267,2021,W39,37
249,PROD_003,EMP267,2021,W40,25
250,PROD_003,EMP267,2021,W41,39
251,PROD_003,EMP267,2021,W42,18
252,PROD_003,EMP267,2021,W43,17
253,PROD_003,EMP267,2021,W44,23
254,PROD_003,EMP267,2021,W45,23
255,PROD_003,EMP267,2021,W46,28
256,PROD_003,EMP267,2021,W47,24
257,PROD_003,EMP267,2021,W48,36
258,PROD_003,EMP267,2021,W49,23
259,PROD_003,EMP267,2021,W50,15
260,PROD_003,EMP267,2021,W51,12
261,PROD_003,EMP267,2020,W0,16
262,PROD_003,EMP267,2020,W1,32
263,PROD_003,EMP267,2020,W2,45
264,PROD_003,EMP267,2020,W3,53
265,PROD_003,EMP267,2020,W4,32
266,PROD_003,EMP267,2020,W5,49
267,PROD_003,EMP267,2020,W6,51
268,PROD_003,EMP267,2020,W7,49
269,PROD_003,EMP267,2020,W8,72
270,PROD_003,EMP267,2020,W9,54
271,PROD_003,EMP267,2020,W10,60
272,PROD_003,EMP267,2020,W11,56
273,PROD_003,EMP267,2020,W12,47
274,PROD_003,EMP267,2020,W13,48
275,PROD_003,EMP267,2020,W14,50
276,PROD_003,EMP267,2020,W15,70
277,PROD_003,EMP267,2020,W16,77
278,PROD_003,EMP267,2020,W17,77
279,PROD_003,EMP267,2020,W18,66
280,PROD_003,EMP267,2020,W19,67
281,PROD_003,EMP267,2020,W20,106
282,PROD_003,EMP267,2020,W21,75
283,PROD_003,EMP267,2020,W22,97
284,PROD_003,EMP267,2020,W23,52
285,PROD_003,EMP267,2020,W24,53
286,PROD_003,EMP267,2020,W25,30
287,PROD_003,EMP267,2020,W26,34
288,PROD_003,EMP267,2020,W27,27
289,PROD_003,EMP267,2020,W28,44
290,PROD_003,EMP267,2020,W29,34
291,PROD_003,EMP267,2020,W30,14
292,PROD_003,EMP267,2020,W31,39
293,PROD_003,EMP267,2020,W32,53
294,PROD_003,EMP267,2020,W33,45
295,PROD_003,EMP267,2020,W34,46
296,PROD_003,EMP267,2020,W35,57
297,PROD_003,EMP267,2020,W36,40
298,PROD_003,EMP267,2020,W37,66
299,PROD_003,EMP267,2020,W38,63
300,PROD_003,EMP267,2020,W39,37
301,PROD_003,EMP267,2020,W40,32
302,PROD_003,EMP267,2020,W41,25
303,PROD_003,EMP267,2020,W42,21
304,PROD_003,EMP267,2020,W43,16
305,PROD_003,EMP267,2020,W44,23
306,PROD_003,EMP267,2020,W45,30
307,PROD_003,EMP267,2020,W46,25
308,PROD_003,EMP267,2020,W47,25
309,PROD_003,EMP267,2020,W48,29
310,PROD_003,EMP267,2020,W49,28
311,PROD_003,EMP267,2020,W50,16
312,PROD_003,EMP267,2020,W51,10
313,PROD_001,EMP267,2021,W0,26
314,PROD_001,EMP267,2021,W1,32
315,PROD_001,EMP267,2021,W2,25
316,PROD_001,EMP267,2021,W3,29
317,PROD_001,EMP267,2021,W4,59
318,PROD_001,EMP267,2021,W5,68
319,PROD_001,EMP267,2021,W6,59
320,PROD_001,EMP267,2021,W7,59
321,PROD_001,EMP267,2021,W8,52
322,PROD_001,EMP267,2021,W9,63
323,PROD_001,EMP267,2021,W10,58
324,PROD_001,EMP267,2021,W11,42
325,PROD_001,EMP267,2021,W12,31
326,PROD_001,EMP267,2021,W13,54
327,PROD_001,EMP267,2021,W14,53
328,PROD_001,EMP267,2021,W15,48
329,PROD_001,EMP267,2021,W16,64
330,PROD_001,EMP267,2021,W17,45
331,PROD_001,EMP267,2021,W18,65
332,PROD_001,EMP267,2021,W19,70
333,PROD_001,EMP267,2021,W20,76
334,PROD_001,EMP267,2021,W21,76
335,PROD_001,EMP267,2021,W22,68
336,PROD_001,EMP267,2021,W23,64
337,PROD_001,EMP267,2021,W24,50
338,PROD_001,EMP267,2021,W25,31
339,PROD_001,EMP267,2021,W26,38
340,PROD_001,EMP267,2021,W27,38
341,PROD_001,EMP267,2021,W28,44
342,PROD_001,EMP267,2021,W29,31
343,PROD_001,EMP267,2021,W30,26
344,PROD_001,EMP267,2021,W31,27
345,PROD_001,EMP267,2021,W32,54
346,PROD_001,EMP267,2021,W33,31
347,PROD_001,EMP267,2021,W34,31
348,PROD_001,EMP267,2021,W35,42
349,PROD_001,EMP267,2021,W36,44
350,PROD_001,EMP267,2021,W37,72
351,PROD_001,EMP267,2021,W38,51
352,PROD_001,EMP267,2021,W39,40
353,PROD_001,EMP267,2021,W40,30
354,PROD_001,EMP267,2021,W41,32
355,PROD_001,EMP267,2021,W42,30
356,PROD_001,EMP267,2021,W43,18
357,PROD_001,EMP267,2021,W44,17
358,PROD_001,EMP267,2021,W45,18
359,PROD_001,EMP267,2021,W46,24
360,PROD_001,EMP267,2021,W47,35
361,PROD_001,EMP267,2021,W48,19
362,PROD_001,EMP267,2021,W49,18
363,PROD_001,EMP267,2021,W50,24
364,PROD_001,EMP267,2021,W51,13
365,PROD_001,EMP267,2020,W0,25
366,PROD_001,EMP267,2020,W1,44
367,PROD_001,EMP267,2020,W2,45
368,PROD_001,EMP267,2020,W3,46
369,PROD_001,EMP267,2020,W4,38
370,PROD_001,EMP267,2020,W5,59
371,PROD_001,EMP267,2020,W6,51
372,PROD_001,EMP267,2020,W7,82
373,PROD_001,EMP267,2020,W8,77
374,PROD_001,EMP267,2020,W9,46
375,PROD_001,EMP267,2020,W10,67
376,PROD_001,EMP267,2020,W11,39
377,PROD_001,EMP267,2020,W12,42
378,PROD_001,EMP267,2020,W13,48
379,PROD_001,EMP267,2020,W14,57
380,PROD_001,EMP267,2020,W15,58
381,PROD_001,EMP267,2020,W16,59
382,PROD_001,EMP267,2020,W17,73
383,PROD_001,EMP267,2020,W18,95
384,PROD_001,EMP267,2020,W19,73
385,PROD_001,EMP267,2020,W20,89
386,PROD_001,EMP267,2020,W21,58
387,PROD_001,EMP267,2020,W22,101
388,PROD_001,EMP267,2020,W23,61
389,PROD_001,EMP267,2020,W24,38
390,PROD_001,EMP267,2020,W25,36
391,PROD_001,EMP267,2020,W26,28
392,PROD_001,EMP267,2020,W27,39
393,PROD_001,EMP267,2020,W28,40
394,PROD_001,EMP267,2020,W29,18
395,PROD_001,EMP267,2020,W30,34
396,PROD_001,EMP267,2020,W31,33
397,PROD_001,EMP267,2020,W32,35
398,PROD_001,EMP267,2020,W33,47
399,PROD_001,EMP267,2020,W34,52
400,PROD_001,EMP267,2020,W35,44
401,PROD_001,EMP267,2020,W36,37
402,PROD_001,EMP267,2020,W37,54
403,PROD_001,EMP267,2020,W38,51
404,PROD_001,EMP267,2020,W39,28
405,PROD_001,EMP267,2020,W40,23
406,PROD_001,EMP267,2020,W41,21
407,PROD_001,EMP267,2020,W42,24
408,PROD_001,EMP267,2020,W43,18
409,PROD_001,EMP267,2020,W44,19
410,PROD_001,EMP267,2020,W45,32
411,PROD_001,EMP267,2020,W46,38
412,PROD_001,EMP267,2020,W47,30
413,PROD_001,EMP267,2020,W48,14
414,PROD_001,EMP267,2020,W49,26
415,PROD_001,EMP267,2020,W50,12
416,PROD_001,EMP267,2020,W51,12
417,PROD_004,EMP267,2021,W0,23
418,PROD_004,EMP267,2021,W1,30
419,PROD_004,EMP267,2021,W2,35
420,PROD_004,EMP267,2021,W3,48
421,PROD_004,EMP267,2021,W4,43
422,PROD_004,EMP267,2021,W5,54
423,PROD_004,EMP267,2021,W6,59
424,PROD_004,EMP267,2021,W7,68
425,PROD_004,EMP267,2021,W8,87
426,PROD_004,EMP267,2021,W9,60
427,PROD_004,EMP267,2021,W10,34
428,PROD_004,EMP267,2021,W11,35
429,PROD_004,EMP267,2021,W12,50
430,PROD_004,EMP267,2021,W13,49
431,PROD_004,EMP267,2021,W14,44
432,PROD_004,EMP267,2021,W15,40
433,PROD_004,EMP267,2021,W16,60
434,PROD_004,EMP267,2021,W17,69
435,PROD_004,EMP267,2021,W18,103
436,PROD_004,EMP267,2021,W19,81
437,PROD_004,EMP267,2021,W20,89
438,PROD_004,EMP267,2021,W21,56
439,PROD_004,EMP267,2021,W22,72
440,PROD_004,EMP267,2021,W23,67
441,PROD_004,EMP267,2021,W24,38
442,PROD_004,EMP267,2021,W25,41
443,PROD_004,EMP267,2021,W26,27
444,PROD_004,EMP267,2021,W27,33
445,PROD_004,EMP267,2021,W28,32
446,PROD_004,EMP267,2021,W29,26
447,PROD_004,EMP267,2021,W30,26
448,PROD_004,EMP267,2021,W31,45
449,PROD_004,EMP267,2021,W32,36
450,PROD_004,EMP267,2021,W33,36
451,PROD_004,EMP267,2021,W34,49
452,PROD_004,EMP267,2021,W35,30
453,PROD_004,EMP267,2021,W36,29
454,PROD_004,EMP267,2021,W37,57
455,PROD_004,EMP267,2021,W38,45
456,PROD_004,EMP267,2021,W39,30
457,PROD_004,EMP267,2021,W40,28
458,PROD_004,EMP267,2021,W41,36
459,PROD_004,EMP267,2021,W42,21
460,PROD_004,EMP267,2021,W43,19
461,PROD_004,EMP267,2021,W44,20
462,PROD_004,EMP267,2021,W45,20
463,PROD_004,EMP267,2021,W46,24
464,PROD_004,EMP267,2021,W47,32
465,PROD_004,EMP267,2021,W48,32
466,PROD_004,EMP267,2021,W49,28
467,PROD_004,EMP267,2021,W50,21
468,PROD_004,EMP267,2021,W51,10
469,PROD_004,EMP267,2020,W0,29
470,PROD_004,EMP267,2020,W1,25
471,PROD_004,EMP267,2020,W2,43
472,PROD_004,EMP267,2020,W3,43
473,PROD_004,EMP267,2020,W4,46
474,PROD_004,EMP267,2020,W5,52
475,PROD_004,EMP267,2020,W6,72
476,PROD_004,EMP267,2020,W7,66
477,PROD_004,EMP267,2020,W8,58
478,PROD_004,EMP267,2020,W9,76
479,PROD_004,EMP267,2020,W10,42
480,PROD_004,EMP267,2020,W11,49
481,PROD_004,EMP267,2020,W12,36
482,PROD_004,EMP267,2020,W13,59
483,PROD_004,EMP267,2020,W14,48
484,PROD_004,EMP267,2020,W15,66
485,PROD_004,EMP267,2020,W16,61
486,PROD_004,EMP267,2020,W17,68
487,PROD_004,EMP267,2020,W18,73
488,PROD_004,EMP267,2020,W19,97
489,PROD_004,EMP267,2020,W20,65
490,PROD_004,EMP267,2020,W21,73
491,PROD_004,EMP267,2020,W22,71
492,PROD_004,EMP267,2020,W23,68
493,PROD_004,EMP267,2020,W24,46
494,PROD_004,EMP267,2020,W25,47
495,PROD_004,EMP267,2020,W26,38
496,PROD_004,EMP267,2020,W27,32
497,PROD_004,EMP267,2020,W28,32
498,PROD_004,EMP267,2020,W29,35
499,PROD_004,EMP267,2020,W30,32
500,PROD_004,EMP267,2020,W31,26
501,PROD_004,EMP267,2020,W32,32
502,PROD_004,EMP267,2020,W33,32
503,PROD_004,EMP267,2020,W34,40
504,PROD_004,EMP267,2020,W35,48
505,PROD_004,EMP267,2020,W36,57
506,PROD_004,EMP267,2020,W37,52
507,PROD_004,EMP267,2020,W38,33
508,PROD_004,EMP267,2020,W39,36
509,PROD_004,EMP267,2020,W40,29
510,PROD_004,EMP267,2020,W41,32
511,PROD_004,EMP267,2020,W42,18
512,PROD_004,EMP267,2020,W43,28
513,PROD_004,EMP267,2020,W44,24
514,PROD_004,EMP267,2020,W45,19
515,PROD_004,EMP267,2020,W46,27
516,PROD_004,EMP267,2020,W47,33
517,PROD_004,EMP267,2020,W48,30
518,PROD_004,EMP267,2020,W49,15
519,PROD_004,EMP267,2020,W50,18
520,PROD_004,EMP267,2020,W51,11
521,PROD_002,EMP267,2021,W0,14
522,PROD_002,EMP267,2021,W1,46
523,PROD_002,EMP267,2021,W2,42
524,PROD_002,EMP267,2021,W3,45
525,PROD_002,EMP267,2021,W4,47
526,PROD_002,EMP267,2021,W5,65
527,PROD_002,EMP267,2021,W6,74
528,PROD_002,EMP267,2021,W7,54
529,PROD_002,EMP267,2021,W8,93
530,PROD_002,EMP267,2021,W9,70
531,PROD_002,EMP267,2021,W10,55
532,PROD_002,EMP267,2021,W11,42
533,PROD_002,EMP267,2021,W12,41
534,PROD_002,EMP267,2021,W13,37
535,PROD_002,EMP267,2021,W14,48
536,PROD_002,EMP267,2021,W15,43
537,PROD_002,EMP267,2021,W16,54
538,PROD_002,EMP267,2021,W17,77
539,PROD_002,EMP267,2021,W18,89
540,PROD_002,EMP267,2021,W19,54
541,PROD_002,EMP267,2021,W20,83
542,PROD_002,EMP267,2021,W21,76
543,PROD_002,EMP267,2021,W22,89
544,PROD_002,EMP267,2021,W23,49
545,PROD_002,EMP267,2021,W24,50
546,PROD_002,EMP267,2021,W25,26
547,PROD_002,EMP267,2021,W26,55
548,PROD_002,EMP267,2021,W27,32
549,PROD_002,EMP267,2021,W28,31
550,PROD_002,EMP267,2021,W29,30
551,PROD_002,EMP267,2021,W30,13
552,PROD_002,EMP267,2021,W31,35
553,PROD_002,EMP267,2021,W32,34
554,PROD_002,EMP267,2021,W33,32
555,PROD_002,EMP267,2021,W34,43
556,PROD_002,EMP267,2021,W35,31
557,PROD_002,EMP267,2021,W36,39
558,PROD_002,EMP267,2021,W37,66
559,PROD_002,EMP267,2021,W38,46
560,PROD_002,EMP267,2021,W39,29
561,PROD_002,EMP267,2021,W40,22
562,PROD_002,EMP267,2021,W41,31
563,PROD_002,EMP267,2021,W42,25
564,PROD_002,EMP267,2021,W43,17
565,PROD_002,EMP267,2021,W44,14
566,PROD_002,EMP267,2021,W45,25
567,PROD_002,EMP267,2021,W46,24
568,PROD_002,EMP267,2021,W47,20
569,PROD_002,EMP267,2021,W48,24
570,PROD_002,EMP267,2021,W49,20
571,PROD_002,EMP267,2021,W50,14
572,PROD_002,EMP267,2021,W51,7
573,PROD_002,EMP267,2020,W0,24
574,PROD_002,EMP267,2020,W1,18
575,PROD_002,EMP267,2020,W2,28
576,PROD_002,EMP267,2020,W3,44
577,PROD_002,EMP267,2020,W4,67
578,PROD_002,EMP267,2020,W5,57
579,PROD_002,EMP267,2020,W6,43
580,PROD_002,EMP267,2020,W7,56
581,PROD_002,EMP267,2020,W8,84
582,PROD_002,EMP267,2020,W9,64
583,PROD_002,EMP267,2020,W10,60
584,PROD_002,EMP267,2020,W11,54
585,PROD_002,EMP267,2020,W12,53
586,PROD_002,EMP267,2020,W13,47
587,PROD_002,EMP267,2020,W14,48
588,PROD_002,EMP267,2020,W15,55
589,PROD_002,EMP267,2020,W16,61
590,PROD_002,EMP267,2020,W17,70
591,PROD_002,EMP267,2020,W18,102
592,PROD_002,EMP267,2020,W19,77
593,PROD_002,EMP267,2020,W20,69
594,PROD_002,EMP267,2020,W21,64
595,PROD_002,EMP267,2020,W22,60
596,PROD_002,EMP267,2020,W23,77
597,PROD_002,EMP267,2020,W24,49
598,PROD_002,EMP267,2020,W25,37
599,PROD_002,EMP267,2020,W26,27
600,PROD_002,EMP267,2020,W27,29
601,PROD_002,EMP267,2020,W28,34
602,PROD_002,EMP267,2020,W29,21
603,PROD_002,EMP267,2020,W30,35
604,PROD_002,EMP267,2020,W31,25
605,PROD_002,EMP267,2020,W32,37
606,PROD_002,EMP267,2020,W33,54
607,PROD_002,EMP267,2020,W34,37
608,PROD_002,EMP267,2020,W35,25
609,PROD_002,EMP267,2020,W36,37
610,PROD_002,EMP267,2020,W37,43
611,PROD_002,EMP267,2020,W38,68
612,PROD_002,EMP267,2020,W39,21
613,PROD_002,EMP267,2020,W40,27
614,PROD_002,EMP267,2020,W41,27
615,PROD_002,EMP267,2020,W42,33
616,PROD_002,EMP267,2020,W43,19
617,PROD_002,EMP267,2020,W44,17
618,PROD_002,EMP267,2020,W45,27
619,PROD_002,EMP267,2020,W46,33
620,PROD_002,EMP267,2020,W47,25
621,PROD_002,EMP267,2020,W48,27
622,PROD_002,EMP267,2020,W49,24
623,PROD_002,EMP267,2020,W50,18
624,PROD_002,EMP267,2020,W51,12
625,PROD_005,EMP267,2021,W0,20
626,PROD_005,EMP267,2021,W1,37
627,PROD_005,EMP267,2021,W2,45
628,PROD_005,EMP267,2021,W3,42
629,PROD_005,EMP267,2021,W4,49
630,PROD_005,EMP267,2021,W5,44
631,PROD_005,EMP267,2021,W6,67
632,PROD_005,EMP267,2021,W7,61
633,PROD_005,EMP267,2021,W8,82
634,PROD_005,EMP267,2021,W9,40
635,PROD_005,EMP267,2021,W10,68
636,PROD_005,EMP267,2021,W11,55
637,PROD_005,EMP267,2021,W12,38
638,PROD_005,EMP267,2021,W13,49
639,PROD_005,EMP267,2021,W14,50
640,PROD_005,EMP267,2021,W15,56
641,PROD_005,EMP267,2021,W16,64
642,PROD_005,EMP267,2021,W17,59
643,PROD_005,EMP267,2021,W18,56
644,PROD_005,EMP267,2021,W19,79
645,PROD_005,EMP267,2021,W20,83
646,PROD_005,EMP267,2021,W21,65
647,PROD_005,EMP267,2021,W22,85
648,PROD_005,EMP267,2021,W23,45
649,PROD_005,EMP267,2021,W24,37
650,PROD_005,EMP267,2021,W25,26
651,PROD_005,EMP267,2021,W26,42
652,PROD_005,EMP267,2021,W27,38
653,PROD_005,EMP267,2021,W28,20
654,PROD_005,EMP267,2021,W29,37
655,PROD_005,EMP267,2021,W30,31
656,PROD_005,EMP267,2021,W31,31
657,PROD_005,EMP267,2021,W32,28
658,PROD_005,EMP267,2021,W33,27
659,PROD_005,EMP267,2021,W34,42
660,PROD_005,EMP267,2021,W35,33
661,PROD_005,EMP267,2021,W36,44
662,PROD_005,EMP267,2021,W37,48
663,PROD_005,EMP267,2021,W38,37
664,PROD_005,EMP267,2021,W39,28
