sales_id,esp_id,emp_id,year,week,quantity
190,ESP_001,EMP244,2021,W33,12
191,ESP_001,EMP244,2021,W34,13
192,ESP_001,EMP244,2021,W35,12
193,ESP_001,EMP244,2021,W36,11
194,ESP_001,EMP244,2021,W37,21
195,ESP_001,EMP244,2021,W38,9
196,ESP_001,EMP244,2021,W39,8
197,ESP_001,EMP244,2021,W40,11
198,ESP_001,EMP244,2021,W41,7
199,ESP_001,EMP244,2021,W42,9
200,ESP_001,EMP244,2021,W43,6
201,ESP_001,EMP244,2021,W44,5
202,ESP_001,EMP244,2021,W45,7
203,ESP_001,EMP244,2021,W46,8
204,ESP_001,EMP244,2021,W47,8
205,ESP_001,EMP244,2021,W48,8
206,ESP_001,EMP244,2021,W49,7
207,ESP_001,EMP244,2021,W50,7
208,ESP_001,EMP244,2021,W51,8
209,ESP_001,EMP256,2020,W0,2
210,ESP_001,EMP256,2020,W1,2
211,ESP_001,EMP256,2020,W2,3
212,ESP_001,EMP256,2020,W3,3
213,ESP_001,EMP256,2020,W4,4
214,ESP_001,EMP256,2020,W5,4
215,ESP_001,EMP256,2020,W6,3
216,ESP_001,EMP256,2020,W7,1
217,ESP_001,EMP256,2020,W8,1
218,ESP_001,EMP256,2020,W9,3
219,ESP_001,EMP256,2020,W10,5
220,ESP_001,EMP256,2020,W11,6
221,ESP_001,EMP256,2020,W12,6
222,ESP_001,EMP256,2020,W13,5
223,ESP_001,EMP256,2020,W14,5
224,ESP_001,EMP256,2020,W15,4
225,ESP_001,EMP256,2020,W16,3
226,ESP_001,EMP256,2020,W17,3
227,ESP_001,EMP256,2020,W18,3
228,ESP_001,EMP256,2020,W19,3
229,ESP_001,EMP256,2020,W20,3
230,ESP_001,EMP256,2020,W21,3
231,ESP_001,EMP256,2020,W22,7
232,ESP_001,EMP256,2020,W23,6
233,ESP_001,EMP256,2020,W24,7
234,ESP_001,EMP256,2020,W25,3
235,ESP_001,EMP256,2020,W26,3
236,ESP_001,EMP256,2020,W27,3
237,ESP_001,EMP256,2020,W28,4
238,ESP_001,EMP256,2020,W29,4
239,ESP_001,EMP256,2020,W30,4
240,ESP_001,EMP256,2020,W31,4
241,ESP_001,EMP256,2020,W32,8
242,ESP_001,EMP256,2020,W33,6
243,ESP_001,EMP256,2020,W34,6
244,ESP_001,EMP256,2020,W35,6
245,ESP_001,EMP256,2020,W36,5
246,ESP_001,EMP256,2020,W37,9
247,ESP_001,EMP256,2020,W38,6
248,ESP_001,EMP256,2020,W39,2
249,ESP_001,EMP256,2020,W40,1
250,ESP_001,EMP256,2020,W41,1
251,ESP_001,EMP256,2020,W42,1
252,ESP_001,EMP256,2020,W43,1
253,ESP_001,EMP256,2020,W44,1
254,ESP_001,EMP256,2020,W45,1
255,ESP_001,EMP256,2020,W46,1
256,ESP_001,EMP256,2020,W47,1
257,ESP_001,EMP256,2020,W48,0
258,ESP_001,EMP256,2020,W49,1
259,ESP_001,EMP256,2020,W50,1
260,ESP_001,EMP256,2020,W51,0
261,ESP_001,EMP256,2021,W0,1
262,ESP_001,EMP256,2021,W1,2
263,ESP_001,EMP256,2021,W2,3
264,ESP_001,EMP256,2021,W3,4
265,ESP_001,EMP256,2021,W4,3
266,ESP_001,EMP256,2021,W5,5
267,ESP_001,EMP256,2021,W6,4
268,ESP_001,EMP256,2021,W7,3
269,ESP_001,EMP256,2021,W8,1
270,ESP_001,EMP256,2021,W9,1
271,ESP_001,EMP256,2021,W10,1
272,ESP_001,EMP256,2021,W11,0
273,ESP_001,EMP256,2021,W12,0
274,ESP_001,EMP256,2021,W13,1
275,ESP_001,EMP256,2021,W14,1
276,ESP_001,EMP256,2021,W15,3
277,ESP_001,EMP256,2021,W16,3
278,ESP_001,EMP256,2021,W17,3
279,ESP_001,EMP256,2021,W18,7
280,ESP_001,EMP256,2021,W19,3
281,ESP_001,EMP256,2021,W20,5
282,ESP_001,EMP256,2021,W21,5
283,ESP_001,EMP256,2021,W22,7
284,ESP_001,EMP256,2021,W23,6
285,ESP_001,EMP256,2021,W24,7
286,ESP_001,EMP256,2021,W25,3
287,ESP_001,EMP256,2021,W26,3
288,ESP_001,EMP256,2021,W27,6
289,ESP_001,EMP256,2021,W28,6
290,ESP_001,EMP256,2021,W29,6
291,ESP_001,EMP256,2021,W30,4
292,ESP_001,EMP256,2021,W31,6
293,ESP_001,EMP256,2021,W32,12
294,ESP_001,EMP256,2021,W33,7
295,ESP_001,EMP256,2021,W34,8
296,ESP_001,EMP256,2021,W35,4
297,ESP_001,EMP256,2021,W36,2
298,ESP_001,EMP256,2021,W37,3
299,ESP_001,EMP256,2021,W38,1
300,ESP_001,EMP256,2021,W39,0
301,ESP_001,EMP256,2021,W40,0
302,ESP_001,EMP256,2021,W41,0
303,ESP_001,EMP256,2021,W42,0
304,ESP_001,EMP256,2021,W43,0
305,ESP_001,EMP256,2021,W44,0
306,ESP_001,EMP256,2021,W45,0
307,ESP_001,EMP256,2021,W46,0
308,ESP_001,EMP256,2021,W47,0
309,ESP_001,EMP256,2021,W48,0
310,ESP_001,EMP256,2021,W49,0
311,ESP_001,EMP256,2021,W50,0
312,ESP_001,EMP256,2021,W51,0
313,ESP_001,EMP267,2020,W0,4
314,ESP_001,EMP267,2020,W1,7
315,ESP_001,EMP267,2020,W2,7
316,ESP_001,EMP267,2020,W3,8
317,ESP_001,EMP267,2020,W4,7
318,ESP_001,EMP267,2020,W5,11
319,ESP_001,EMP267,2020,W6,9
320,ESP_001,EMP267,2020,W7,14
321,ESP_001,EMP267,2020,W8,13
322,ESP_001,EMP267,2020,W9,7
323,ESP_001,EMP267,2020,W10,11
324,ESP_001,EMP267,2020,W11,7
325,ESP_001,EMP267,2020,W12,6
326,ESP_001,EMP267,2020,W13,7
327,ESP_001,EMP267,2020,W14,9
328,ESP_001,EMP267,2020,W15,7
329,ESP_001,EMP267,2020,W16,8
330,ESP_001,EMP267,2020,W17,10
331,ESP_001,EMP267,2020,W18,12
332,ESP_001,EMP267,2020,W19,9
333,ESP_001,EMP267,2020,W20,11
334,ESP_001,EMP267,2020,W21,9
335,ESP_001,EMP267,2020,W22,15
336,ESP_001,EMP267,2020,W23,10
337,ESP_001,EMP267,2020,W24,7
338,ESP_001,EMP267,2020,W25,7
339,ESP_001,EMP267,2020,W26,8
340,ESP_001,EMP267,2020,W27,13
341,ESP_001,EMP267,2020,W28,16
342,ESP_001,EMP267,2020,W29,6
343,ESP_001,EMP267,2020,W30,10
344,ESP_001,EMP267,2020,W31,9
345,ESP_001,EMP267,2020,W32,9
346,ESP_001,EMP267,2020,W33,12
347,ESP_001,EMP267,2020,W34,12
348,ESP_001,EMP267,2020,W35,9
349,ESP_001,EMP267,2020,W36,6
350,ESP_001,EMP267,2020,W37,9
351,ESP_001,EMP267,2020,W38,6
352,ESP_001,EMP267,2020,W39,2
353,ESP_001,EMP267,2020,W40,1
354,ESP_001,EMP267,2020,W41,1
355,ESP_001,EMP267,2020,W42,2
356,ESP_001,EMP267,2020,W43,2
357,ESP_001,EMP267,2020,W44,3
358,ESP_001,EMP267,2020,W45,5
359,ESP_001,EMP267,2020,W46,6
360,ESP_001,EMP267,2020,W47,4
361,ESP_001,EMP267,2020,W48,2
362,ESP_001,EMP267,2020,W49,4
363,ESP_001,EMP267,2020,W50,2
364,ESP_001,EMP267,2020,W51,1
365,ESP_001,EMP267,2021,W0,3
366,ESP_001,EMP267,2021,W1,3
367,ESP_001,EMP267,2021,W2,1
368,ESP_001,EMP267,2021,W3,1
369,ESP_001,EMP267,2021,W4,0
370,ESP_001,EMP267,2021,W5,7
371,ESP_001,EMP267,2021,W6,13
372,ESP_001,EMP267,2021,W7,19
373,ESP_001,EMP267,2021,W8,22
374,ESP_001,EMP267,2021,W9,21
375,ESP_001,EMP267,2021,W10,14
376,ESP_001,EMP267,2021,W11,7
377,ESP_001,EMP267,2021,W12,3
378,ESP_001,EMP267,2021,W13,5
379,ESP_001,EMP267,2021,W14,5
380,ESP_001,EMP267,2021,W15,4
381,ESP_001,EMP267,2021,W16,6
382,ESP_001,EMP267,2021,W17,5
383,ESP_001,EMP267,2021,W18,5
384,ESP_001,EMP267,2021,W19,5
385,ESP_001,EMP267,2021,W20,7
386,ESP_001,EMP267,2021,W21,9
387,ESP_001,EMP267,2021,W22,9
388,ESP_001,EMP267,2021,W23,11
389,ESP_001,EMP267,2021,W24,10
390,ESP_001,EMP267,2021,W25,9
391,ESP_001,EMP267,2021,W26,13
392,ESP_001,EMP267,2021,W27,16
393,ESP_001,EMP267,2021,W28,22
394,ESP_001,EMP267,2021,W29,13
395,ESP_001,EMP267,2021,W30,9
396,ESP_001,EMP267,2021,W31,7
397,ESP_001,EMP267,2021,W32,9
398,ESP_001,EMP267,2021,W33,4
399,ESP_001,EMP267,2021,W34,4
400,ESP_001,EMP267,2021,W35,4
401,ESP_001,EMP267,2021,W36,5
402,ESP_001,EMP267,2021,W37,7
403,ESP_001,EMP267,2021,W38,4
404,ESP_001,EMP267,2021,W39,3
405,ESP_001,EMP267,2021,W40,2
406,ESP_001,EMP267,2021,W41,4
407,ESP_001,EMP267,2021,W42,5
408,ESP_001,EMP267,2021,W43,3
409,ESP_001,EMP267,2021,W44,3
410,ESP_001,EMP267,2021,W45,3
411,ESP_001,EMP267,2021,W46,4
412,ESP_001,EMP267,2021,W47,6
413,ESP_001,EMP267,2021,W48,3
414,ESP_001,EMP267,2021,W49,3
415,ESP_001,EMP267,2021,W50,4
416,ESP_001,EMP267,2021,W51,2
417,ESP_001,EMP290,2020,W0,1
418,ESP_001,EMP290,2020,W1,0
419,ESP_001,EMP290,2020,W2,0
420,ESP_001,EMP290,2020,W3,1
421,ESP_001,EMP290,2020,W4,0
422,ESP_001,EMP290,2020,W5,0
423,ESP_001,EMP290,2020,W6,0
424,ESP_001,EMP290,2020,W7,0
425,ESP_001,EMP290,2020,W8,0
426,ESP_001,EMP290,2020,W9,0
427,ESP_001,EMP290,2020,W10,0
428,ESP_001,EMP290,2020,W11,0
429,ESP_001,EMP290,2020,W12,0
430,ESP_001,EMP290,2020,W13,0
431,ESP_001,EMP290,2020,W14,0
432,ESP_001,EMP290,2020,W15,0
433,ESP_001,EMP290,2020,W16,0
434,ESP_001,EMP290,2020,W17,0
435,ESP_001,EMP290,2020,W18,0
436,ESP_001,EMP290,2020,W19,0
437,ESP_001,EMP290,2020,W20,1
438,ESP_001,EMP290,2020,W21,1
439,ESP_001,EMP290,2020,W22,0
440,ESP_001,EMP290,2020,W23,0
441,ESP_001,EMP290,2020,W24,0
442,ESP_001,EMP290,2020,W25,1
443,ESP_001,EMP290,2020,W26,1
444,ESP_001,EMP290,2020,W27,1
445,ESP_001,EMP290,2020,W28,1
446,ESP_001,EMP290,2020,W29,1
447,ESP_001,EMP290,2020,W30,0
448,ESP_001,EMP290,2020,W31,1
449,ESP_001,EMP290,2020,W32,2
450,ESP_001,EMP290,2020,W33,2
451,ESP_001,EMP290,2020,W34,0
452,ESP_001,EMP290,2020,W35,1
453,ESP_001,EMP290,2020,W36,0
454,ESP_001,EMP290,2020,W37,0
455,ESP_001,EMP290,2020,W38,0
456,ESP_001,EMP290,2020,W39,0
457,ESP_001,EMP290,2020,W40,0
458,ESP_001,EMP290,2020,W41,0
459,ESP_001,EMP290,2020,W42,0
460,ESP_001,EMP290,2020,W43,0
461,ESP_001,EMP290,2020,W44,0
462,ESP_001,EMP290,2020,W45,0
463,ESP_001,EMP290,2020,W46,0
464,ESP_001,EMP290,2020,W47,1
465,ESP_001,EMP290,2020,W48,1
466,ESP_001,EMP290,2020,W49,0
467,ESP_001,EMP290,2020,W50,0
468,ESP_001,EMP290,2020,W51,0
469,ESP_001,EMP290,2021,W0,0
470,ESP_001,EMP290,2021,W1,0
471,ESP_001,EMP290,2021,W2,0
472,ESP_001,EMP290,2021,W3,0
473,ESP_001,EMP290,2021,W4,0
474,ESP_001,EMP290,2021,W5,0
475,ESP_001,EMP290,2021,W6,0
476,ESP_001,EMP290,2021,W7,0
477,ESP_001,EMP290,2021,W8,0
478,ESP_001,EMP290,2021,W9,0
479,ESP_001,EMP290,2021,W10,0
480,ESP_001,EMP290,2021,W11,0
481,ESP_001,EMP290,2021,W12,0
482,ESP_001,EMP290,2021,W13,0
483,ESP_001,EMP290,2021,W14,0
484,ESP_001,EMP290,2021,W15,0
485,ESP_001,EMP290,2021,W16,0
486,ESP_001,EMP290,2021,W17,0
487,ESP_001,EMP290,2021,W18,0
488,ESP_001,EMP290,2021,W19,0
489,ESP_001,EMP290,2021,W20,0
490,ESP_001,EMP290,2021,W21,0
491,ESP_001,EMP290,2021,W22,1
492,ESP_001,EMP290,2021,W23,1
493,ESP_001,EMP290,2021,W24,1
494,ESP_001,EMP290,2021,W25,2
495,ESP_001,EMP290,2021,W26,1
496,ESP_001,EMP290,2021,W27,1
497,ESP_001,EMP290,2021,W28,0
498,ESP_001,EMP290,2021,W29,0
499,ESP_001,EMP290,2021,W30,0
500,ESP_001,EMP290,2021,W31,0
501,ESP_001,EMP290,2021,W32,2
502,ESP_001,EMP290,2021,W33,1
503,ESP_001,EMP290,2021,W34,1
504,ESP_001,EMP290,2021,W35,0
505,ESP_001,EMP290,2021,W36,0
506,ESP_001,EMP290,2021,W37,0
507,ESP_001,EMP290,2021,W38,0
508,ESP_001,EMP290,2021,W39,0
509,ESP_001,EMP290,2021,W40,0
510,ESP_001,EMP290,2021,W41,0
511,ESP_001,EMP290,2021,W42,0
512,ESP_001,EMP290,2021,W43,0
513,ESP_001,EMP290,2021,W44,0
514,ESP_001,EMP290,2021,W45,0
515,ESP_001,EMP290,2021,W46,0
516,ESP_001,EMP290,2021,W47,0
517,ESP_001,EMP290,2021,W48,0
518,ESP_001,EMP290,2021,W49,0
519,ESP_001,EMP290,2021,W50,0
520,ESP_001,EMP290,2021,W51,0
521,ESP_002,EMP234,2020,W0,1
522,ESP_002,EMP234,2020,W1,3
523,ESP_002,EMP234,2020,W2,3
524,ESP_002,EMP234,2020,W3,4
525,ESP_002,EMP234,2020,W4,4
526,ESP_002,EMP234,2020,W5,4
527,ESP_002,EMP234,2020,W6,4
528,ESP_002,EMP234,2020,W7,5
529,ESP_002,EMP234,2020,W8,3
530,ESP_002,EMP234,2020,W9,3
531,ESP_002,EMP234,2020,W10,1
532,ESP_002,EMP234,2020,W11,0
533,ESP_002,EMP234,2020,W12,0
534,ESP_002,EMP234,2020,W13,0
535,ESP_002,EMP234,2020,W14,1
536,ESP_002,EMP234,2020,W15,1
537,ESP_002,EMP234,2020,W16,3
538,ESP_002,EMP234,2020,W17,1
539,ESP_002,EMP234,2020,W18,1
540,ESP_002,EMP234,2020,W19,0
541,ESP_002,EMP234,2020,W20,0
542,ESP_002,EMP234,2020,W21,3
543,ESP_002,EMP234,2020,W22,5
544,ESP_002,EMP234,2020,W23,8
545,ESP_002,EMP234,2020,W24,5
546,ESP_002,EMP234,2020,W25,3
547,ESP_002,EMP234,2020,W26,3
548,ESP_002,EMP234,2020,W27,4
549,ESP_002,EMP234,2020,W28,2
550,ESP_002,EMP234,2020,W29,3
551,ESP_002,EMP234,2020,W30,4
552,ESP_002,EMP234,2020,W31,5
553,ESP_002,EMP234,2020,W32,10
554,ESP_002,EMP234,2020,W33,10
555,ESP_002,EMP234,2020,W34,4
556,ESP_002,EMP234,2020,W35,7
557,ESP_002,EMP234,2020,W36,5
558,ESP_002,EMP234,2020,W37,7
559,ESP_002,EMP234,2020,W38,4
560,ESP_002,EMP234,2020,W39,1
561,ESP_002,EMP234,2020,W40,0
562,ESP_002,EMP234,2020,W41,0
563,ESP_002,EMP234,2020,W42,0
564,ESP_002,EMP234,2020,W43,0
565,ESP_002,EMP234,2020,W44,0
566,ESP_002,EMP234,2020,W45,0
567,ESP_002,EMP234,2020,W46,0
568,ESP_002,EMP234,2020,W47,0
569,ESP_002,EMP234,2020,W48,0
570,ESP_002,EMP234,2020,W49,0
571,ESP_002,EMP234,2020,W50,0
572,ESP_002,EMP234,2020,W51,0
573,ESP_002,EMP234,2021,W0,0
574,ESP_002,EMP234,2021,W1,0
575,ESP_002,EMP234,2021,W2,0
576,ESP_002,EMP234,2021,W3,1
577,ESP_002,EMP234,2021,W4,1
578,ESP_002,EMP234,2021,W5,2
579,ESP_002,EMP234,2021,W6,1
580,ESP_002,EMP234,2021,W7,1
581,ESP_002,EMP234,2021,W8,3
582,ESP_002,EMP234,2021,W9,1
583,ESP_002,EMP234,2021,W10,1
584,ESP_002,EMP234,2021,W11,0
585,ESP_002,EMP234,2021,W12,0
586,ESP_002,EMP234,2021,W13,1
587,ESP_002,EMP234,2021,W14,1
588,ESP_002,EMP234,2021,W15,3
589,ESP_002,EMP234,2021,W16,5
590,ESP_002,EMP234,2021,W17,3
591,ESP_002,EMP234,2021,W18,7
592,ESP_002,EMP234,2021,W19,3
593,ESP_002,EMP234,2021,W20,3
594,ESP_002,EMP234,2021,W21,7
595,ESP_002,EMP234,2021,W22,7
596,ESP_002,EMP234,2021,W23,11
597,ESP_002,EMP234,2021,W24,7
598,ESP_002,EMP234,2021,W25,5
599,ESP_002,EMP234,2021,W26,6
600,ESP_002,EMP234,2021,W27,6
601,ESP_002,EMP234,2021,W28,6
602,ESP_002,EMP234,2021,W29,6
603,ESP_002,EMP234,2021,W30,5
604,ESP_002,EMP234,2021,W31,4
605,ESP_002,EMP234,2021,W32,6
606,ESP_002,EMP234,2021,W33,4
607,ESP_002,EMP234,2021,W34,3
608,ESP_002,EMP234,2021,W35,2
609,ESP_002,EMP234,2021,W36,3
610,ESP_002,EMP234,2021,W37,3
611,ESP_002,EMP234,2021,W38,1
612,ESP_002,EMP234,2021,W39,0
613,ESP_002,EMP234,2021,W40,0
614,ESP_002,EMP234,2021,W41,0
615,ESP_002,EMP234,2021,W42,1
616,ESP_002,EMP234,2021,W43,1
617,ESP_002,EMP234,2021,W44,1
618,ESP_002,EMP234,2021,W45,2
619,ESP_002,EMP234,2021,W46,1
620,ESP_002,EMP234,2021,W47,1
621,ESP_002,EMP234,2021,W48,0
622,ESP_002,EMP234,2021,W49,0
623,ESP_002,EMP234,2021,W50,0
624,ESP_002,EMP234,2021,W51,0
625,ESP_002,EMP244,2020,W0,4
626,ESP_002,EMP244,2020,W1,3
627,ESP_002,EMP244,2020,W2,4
628,ESP_002,EMP244,2020,W3,9
629,ESP_002,EMP244,2020,W4,8
630,ESP_002,EMP244,2020,W5,10
631,ESP_002,EMP244,2020,W6,13
632,ESP_002,EMP244,2020,W7,10
633,ESP_002,EMP244,2020,W8,11
634,ESP_002,EMP244,2020,W9,7
635,ESP_002,EMP244,2020,W10,7
636,ESP_002,EMP244,2020,W11,3
637,ESP_002,EMP244,2020,W12,3
638,ESP_002,EMP244,2020,W13,3
639,ESP_002,EMP244,2020,W14,2
640,ESP_002,EMP244,2020,W15,4
641,ESP_002,EMP244,2020,W16,5
642,ESP_002,EMP244,2020,W17,5
643,ESP_002,EMP244,2020,W18,7
644,ESP_002,EMP244,2020,W19,5
645,ESP_002,EMP244,2020,W20,7
646,ESP_002,EMP244,2020,W21,9
647,ESP_002,EMP244,2020,W22,7
648,ESP_002,EMP244,2020,W23,6
649,ESP_002,EMP244,2020,W24,10
650,ESP_002,EMP244,2020,W25,5
651,ESP_002,EMP244,2020,W26,6
652,ESP_002,EMP244,2020,W27,8
653,ESP_002,EMP244,2020,W28,6
654,ESP_002,EMP244,2020,W29,8
655,ESP_002,EMP244,2020,W30,6
656,ESP_002,EMP244,2020,W31,8
657,ESP_002,EMP244,2020,W32,9
658,ESP_002,EMP244,2020,W33,10
659,ESP_002,EMP244,2020,W34,8
660,ESP_002,EMP244,2020,W35,7
661,ESP_002,EMP244,2020,W36,7
662,ESP_002,EMP244,2020,W37,10
663,ESP_002,EMP244,2020,W38,12
664,ESP_002,EMP244,2020,W39,8
